"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"LDL_TG","Triglycerides in LDL","PCa_before_70","1.11(95% CI:0.969-1.272; P=0.1328958266)","0.962(95% CI:0.936-0.988; P=0.0049339566)","1.11(95% CI:0.969-1.272; P=0.1315414583)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Leu","Leucine","PCa_before_70","0.975(95% CI:0.846-1.122; P=0.7220100643)","0.972(95% CI:0.947-0.999; P=0.0398533831)","0.979(95% CI:0.849-1.128; P=0.7658937541)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_HDL_C","Cholesterol in Medium HDL","PCa_before_70","0.999(95% CI:0.863-1.156; P=0.9896813055)","0.982(95% CI:0.955-1.01; P=0.2003428299)","1.001(95% CI:0.864-1.158; P=0.994091979)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","PCa_before_70","0.991(95% CI:0.856-1.147; P=0.901316132)","0.983(95% CI:0.956-1.01; P=0.2142293986)","0.992(95% CI:0.856-1.149; P=0.9134637696)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_HDL_FC","Free Cholesterol in Medium HDL","PCa_before_70","1.024(95% CI:0.885-1.183; P=0.7525432061)","0.98(95% CI:0.954-1.008; P=0.1628295938)","1.026(95% CI:0.889-1.184; P=0.7259130855)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_HDL_PL","Phospholipids in Medium HDL","PCa_before_70","1.007(95% CI:0.872-1.162; P=0.9272254087)","0.966(95% CI:0.94-0.993; P=0.014278048)","1.008(95% CI:0.873-1.163; P=0.9149306172)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_HDL_TG","Triglycerides in Medium HDL","PCa_before_70","1.057(95% CI:0.921-1.212; P=0.428834409)","0.953(95% CI:0.927-0.979; P=0.0005060813)","1.057(95% CI:0.919-1.217; P=0.4362658472)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_LDL_C","Cholesterol in Medium LDL","PCa_before_70","1.219(95% CI:1.055-1.41; P=0.007417032)","0.998(95% CI:0.972-1.024; P=0.8517404359)","1.207(95% CI:1.049-1.39; P=0.0086774691)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","PCa_before_70","1.216(95% CI:1.053-1.405; P=0.0078478785)","0.991(95% CI:0.966-1.017; P=0.4992795257)","1.205(95% CI:1.048-1.387; P=0.0091023575)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_LDL_FC","Free Cholesterol in Medium LDL","PCa_before_70","1.19(95% CI:1.035-1.369; P=0.0145835639)","1.012(95% CI:0.987-1.039; P=0.34759459)","1.184(95% CI:1.031-1.359; P=0.0166869623)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_LDL_PL","Phospholipids in Medium LDL","PCa_before_70","1.216(95% CI:1.055-1.402; P=0.0070028294)","0.996(95% CI:0.971-1.023; P=0.7837381485)","1.206(95% CI:1.05-1.385; P=0.008079232)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_LDL_TG","Triglycerides in Medium LDL","PCa_before_70","1.11(95% CI:0.971-1.268; P=0.1252834206)","0.959(95% CI:0.933-0.986; P=0.0029501973)","1.112(95% CI:0.972-1.272; P=0.1216748203)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_C","Cholesterol in Medium VLDL","PCa_before_70","1.214(95% CI:1.054-1.398; P=0.0070447001)","1.012(95% CI:0.986-1.038; P=0.3713131037)","1.203(95% CI:1.046-1.382; P=0.0093908592)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","PCa_before_70","1.192(95% CI:1.037-1.369; P=0.0133222549)","1.019(95% CI:0.993-1.046; P=0.1479251806)","1.183(95% CI:1.029-1.359; P=0.0177930882)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","PCa_before_70","1.213(95% CI:1.055-1.395; P=0.0067513589)","1(95% CI:0.974-1.026; P=0.9932418093)","1.204(95% CI:1.048-1.382; P=0.0085106769)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","PCa_before_70","1.212(95% CI:1.052-1.395; P=0.0075401006)","0.992(95% CI:0.967-1.018; P=0.5598332545)","1.203(95% CI:1.047-1.383; P=0.0092019157)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","PCa_before_70","1.143(95% CI:0.995-1.314; P=0.0586850695)","0.972(95% CI:0.947-0.999; P=0.039149252)","1.145(95% CI:0.994-1.318; P=0.0600914606)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","PCa_before_70","1.119(95% CI:0.968-1.294; P=0.1292925197)","0.948(95% CI:0.923-0.974; P=0.0001168324)","1.116(95% CI:0.967-1.289; P=0.1344658569)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","PCa_before_70","1.23(95% CI:1.057-1.43; P=0.0073681628)","1.008(95% CI:0.982-1.034; P=0.5658098852)","1.213(95% CI:1.05-1.401; P=0.0089171722)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","PCa_before_70","1.043(95% CI:0.905-1.203; P=0.5609963803)","1.051(95% CI:1.024-1.078; P=0.000139374)","1.05(95% CI:0.913-1.207; P=0.4957429066)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","PCa_before_70","1.245(95% CI:1.075-1.443; P=0.0035492202)","0.975(95% CI:0.95-1; P=0.0536090083)","1.229(95% CI:1.066-1.416; P=0.0045252282)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phe","Phenylalanine","PCa_before_70","0.869(95% CI:0.733-1.03; P=0.104765165)","0.982(95% CI:0.956-1.009; P=0.1828825089)","0.894(95% CI:0.771-1.038; P=0.1418001048)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","PCa_before_70","1.149(95% CI:0.991-1.333; P=0.0650384573)","0.975(95% CI:0.949-1.002; P=0.0646605873)","1.14(95% CI:0.99-1.312; P=0.0680813439)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","PCa_before_70","1.148(95% CI:0.991-1.329; P=0.0652071921)","0.971(95% CI:0.945-0.998; P=0.0322995113)","1.14(95% CI:0.991-1.312; P=0.0663403921)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","PCa_before_70","1.217(95% CI:1.05-1.412; P=0.0092516357)","0.992(95% CI:0.966-1.018; P=0.5398027083)","1.204(95% CI:1.045-1.387; P=0.0102318168)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Pyruvate","Pyruvate","PCa_before_70","0.911(95% CI:0.788-1.054; P=0.2097831675)","0.99(95% CI:0.965-1.017; P=0.4747893743)","0.918(95% CI:0.792-1.064; P=0.2542815922)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","PCa_before_70","1.221(95% CI:1.053-1.417; P=0.0084209513)","1.003(95% CI:0.978-1.029; P=0.808681909)","1.206(95% CI:1.045-1.392; P=0.010224922)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","PCa_before_70","1.149(95% CI:0.993-1.329; P=0.0616627662)","0.974(95% CI:0.948-1; P=0.0520505295)","1.141(95% CI:0.99-1.315; P=0.0693736899)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","PCa_before_70","1.122(95% CI:0.97-1.296; P=0.1201646841)","0.977(95% CI:0.951-1.003; P=0.088252144)","1.115(95% CI:0.967-1.286; P=0.1355353782)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","PCa_before_70","1.167(95% CI:1.011-1.349; P=0.0354765062)","0.968(95% CI:0.942-0.995; P=0.0187927356)","1.16(95% CI:1.009-1.334; P=0.0369882617)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","PCa_before_70","1.105(95% CI:0.954-1.279; P=0.1836191116)","0.954(95% CI:0.928-0.98; P=0.0006843605)","1.101(95% CI:0.952-1.273; P=0.1940980996)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","PCa_before_70","1.089(95% CI:0.949-1.249; P=0.2269689402)","0.953(95% CI:0.927-0.98; P=0.0006607779)","1.09(95% CI:0.946-1.254; P=0.2321879216)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","PCa_before_70","1.211(95% CI:1.051-1.395; P=0.0080783939)","0.998(95% CI:0.973-1.024; P=0.8969043496)","1.203(95% CI:1.047-1.382; P=0.0091433169)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","PCa_before_70","1.209(95% CI:1.05-1.393; P=0.0083591806)","0.989(95% CI:0.964-1.015; P=0.4013442029)","1.201(95% CI:1.046-1.379; P=0.0094469688)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","PCa_before_70","1.176(95% CI:1.024-1.351; P=0.0214957581)","1.022(95% CI:0.996-1.049; P=0.0995922784)","1.174(95% CI:1.022-1.348; P=0.0235841607)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","PCa_before_70","1.196(95% CI:1.04-1.376; P=0.0123849049)","1.009(95% CI:0.983-1.035; P=0.4962492541)","1.191(95% CI:1.038-1.367; P=0.0128867834)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","PCa_before_70","1.097(95% CI:0.961-1.253; P=0.1702119213)","0.956(95% CI:0.93-0.983; P=0.0015023825)","1.101(95% CI:0.962-1.261; P=0.1628117679)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","PCa_before_70","1.21(95% CI:1.05-1.393; P=0.008250356)","1.001(95% CI:0.975-1.027; P=0.9496010605)","1.197(95% CI:1.042-1.375; P=0.0112206944)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","PCa_before_70","1.199(95% CI:1.042-1.379; P=0.0111450022)","0.998(95% CI:0.973-1.024; P=0.8990977706)","1.187(95% CI:1.034-1.363; P=0.0151554988)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","PCa_before_70","1.215(95% CI:1.056-1.397; P=0.0063956948)","1.004(95% CI:0.978-1.03; P=0.7716117629)","1.203(95% CI:1.048-1.381; P=0.0084590121)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","PCa_before_70","1.21(95% CI:1.051-1.392; P=0.0077794645)","0.995(95% CI:0.969-1.021; P=0.6783607417)","1.2(95% CI:1.045-1.378; P=0.0097931297)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","PCa_before_70","1.12(95% CI:0.977-1.284; P=0.1028993532)","0.97(95% CI:0.945-0.997; P=0.0280977616)","1.122(95% CI:0.976-1.29; P=0.1064157065)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"SFA","Saturated Fatty Acids","PCa_before_70","1.128(95% CI:0.976-1.303; P=0.1025908152)","0.961(95% CI:0.935-0.987; P=0.0038011418)","1.127(95% CI:0.979-1.298; P=0.0971581275)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","PCa_before_70","1.165(95% CI:1.009-1.344; P=0.0366893849)","1.012(95% CI:0.986-1.04; P=0.3620888441)","1.159(95% CI:1.009-1.33; P=0.0368836068)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_C","Total Cholesterol","PCa_before_70","1.216(95% CI:1.047-1.413; P=0.0102963674)","1.006(95% CI:0.979-1.032; P=0.6797109988)","1.202(95% CI:1.041-1.387; P=0.0118727041)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","PCa_before_70","1.211(95% CI:1.043-1.405; P=0.0117492363)","1.006(95% CI:0.979-1.033; P=0.6792153949)","1.197(95% CI:1.038-1.381; P=0.0134607113)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FA","Total Fatty Acids","PCa_before_70","1.158(95% CI:1-1.341; P=0.0500708136)","0.964(95% CI:0.939-0.99; P=0.0076502199)","1.152(95% CI:0.999-1.328; P=0.0509599031)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","PCa_before_70","1.213(95% CI:1.047-1.404; P=0.010046634)","1.003(95% CI:0.977-1.03; P=0.816048283)","1.199(95% CI:1.041-1.381; P=0.0115984856)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","PCa_before_70","1.206(95% CI:1.039-1.4; P=0.0139196373)","0.984(95% CI:0.958-1.01; P=0.22495619)","1.193(95% CI:1.035-1.375; P=0.0150256914)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","PCa_before_70","1.179(95% CI:1.018-1.367; P=0.0282905411)","0.981(95% CI:0.955-1.007; P=0.1483713421)","1.169(95% CI:1.015-1.345; P=0.0299811561)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_TG","Total Triglycerides","PCa_before_70","1.107(95% CI:0.958-1.278; P=0.168161511)","0.962(95% CI:0.937-0.989; P=0.0055138466)","1.108(95% CI:0.958-1.281; P=0.1681474816)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Tyr","Tyrosine","PCa_before_70","0.95(95% CI:0.822-1.098; P=0.4887446575)","0.95(95% CI:0.925-0.976; P=0.000226767)","0.956(95% CI:0.827-1.105; P=0.5444043006)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","PCa_before_70","1(95% CI:0.867-1.154; P=0.9948513027)","1.088(95% CI:1.06-1.118; P=0.0000000007)","1.001(95% CI:0.866-1.157; P=0.9853860285)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Val","Valine","PCa_before_70","0.984(95% CI:0.852-1.138; P=0.832400437)","0.97(95% CI:0.944-0.996; P=0.0252641239)","0.993(95% CI:0.859-1.147; P=0.9202241686)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","PCa_before_70","1.206(95% CI:1.042-1.396; P=0.0122146939)","0.991(95% CI:0.965-1.017; P=0.4818064863)","1.194(95% CI:1.035-1.377; P=0.0152088562)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","PCa_before_70","1.209(95% CI:1.047-1.397; P=0.0099551575)","0.997(95% CI:0.971-1.023; P=0.8046124758)","1.196(95% CI:1.039-1.378; P=0.0129241443)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","PCa_before_70","1.179(95% CI:1.024-1.358; P=0.0220552165)","0.981(95% CI:0.956-1.007; P=0.1496594459)","1.174(95% CI:1.02-1.351; P=0.0252335636)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","PCa_before_70","1.158(95% CI:0.999-1.343; P=0.0514424836)","0.973(95% CI:0.948-0.999; P=0.044514154)","1.154(95% CI:0.997-1.336; P=0.0554334987)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","PCa_before_70","1.166(95% CI:1.011-1.345; P=0.0345369977)","0.976(95% CI:0.95-1.002; P=0.0673330351)","1.162(95% CI:1.008-1.339; P=0.0382459363)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","PCa_before_70","1.106(95% CI:0.958-1.277; P=0.1675123976)","0.964(95% CI:0.938-0.99; P=0.0075190979)","1.109(95% CI:0.958-1.282; P=0.1652516234)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","PCa_before_70","0.982(95% CI:0.845-1.141; P=0.8126010028)","1.027(95% CI:1-1.055; P=0.0487188411)","0.987(95% CI:0.852-1.144; P=0.8649990996)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","PCa_before_70","0.982(95% CI:0.844-1.142; P=0.8104374374)","1.026(95% CI:0.999-1.054; P=0.0574231182)","0.986(95% CI:0.85-1.144; P=0.8556377861)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","PCa_before_70","0.978(95% CI:0.845-1.133; P=0.7711268158)","1.028(95% CI:1.002-1.055; P=0.0377167506)","0.986(95% CI:0.854-1.138; P=0.8449988431)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","PCa_before_70","0.942(95% CI:0.808-1.1; P=0.4505409999)","1.021(95% CI:0.994-1.048; P=0.1303026037)","0.948(95% CI:0.816-1.102; P=0.4896038631)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","PCa_before_70","1.083(95% CI:0.948-1.236; P=0.2392158055)","0.968(95% CI:0.943-0.994; P=0.0168286793)","1.085(95% CI:0.949-1.241; P=0.2306405645)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","PCa_before_70","1.148(95% CI:1.001-1.316; P=0.0485212965)","0.969(95% CI:0.943-0.995; P=0.0194741066)","1.148(95% CI:0.999-1.319; P=0.0517657126)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","PCa_before_70","1.177(95% CI:1.026-1.351; P=0.0201440731)","0.975(95% CI:0.949-1.001; P=0.0576478944)","1.174(95% CI:1.022-1.349; P=0.0234482893)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","PCa_before_70","1.112(95% CI:0.972-1.273; P=0.1217678604)","0.963(95% CI:0.938-0.99; P=0.0067527814)","1.116(95% CI:0.972-1.281; P=0.1206820716)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","PCa_before_70","1.104(95% CI:0.964-1.264; P=0.1511406875)","0.961(95% CI:0.935-0.987; P=0.0040395)","1.108(95% CI:0.965-1.273; P=0.1470408061)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","PCa_before_70","1.08(95% CI:0.941-1.239; P=0.2729471281)","0.958(95% CI:0.932-0.984; P=0.0020662745)","1.086(95% CI:0.942-1.251; P=0.2553290434)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","PCa_before_70","1.164(95% CI:1.012-1.34; P=0.033535885)","1.013(95% CI:0.987-1.039; P=0.330005064)","1.154(95% CI:1.006-1.324; P=0.0404362046)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","PCa_before_70","1.161(95% CI:1.009-1.335; P=0.0365784251)","1.016(95% CI:0.99-1.042; P=0.2296835332)","1.152(95% CI:1.004-1.321; P=0.0436110925)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","PCa_before_70","1.158(95% CI:1.009-1.329; P=0.0364763638)","1.004(95% CI:0.979-1.03; P=0.7493654649)","1.149(95% CI:1.004-1.315; P=0.0439926045)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","PCa_before_70","1.145(95% CI:0.998-1.313; P=0.0532109261)","0.995(95% CI:0.97-1.021; P=0.7024783115)","1.137(95% CI:0.993-1.302; P=0.0623514519)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","PCa_before_70","1.1(95% CI:0.962-1.258; P=0.1647262587)","0.969(95% CI:0.943-0.995; P=0.0211241591)","1.1(95% CI:0.96-1.26; P=0.1712322909)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.069(95% CI:0.933-1.225; P=0.3345247823)","0.951(95% CI:0.925-0.977; P=0.0003354703)","1.073(95% CI:0.932-1.235; P=0.3295397791)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.082(95% CI:0.945-1.239; P=0.2534061421)","0.952(95% CI:0.926-0.978; P=0.0004195111)","1.085(95% CI:0.943-1.247; P=0.2549185935)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
